organization_name,organization_type,ticker_symbol,city,state,fortune_rank,industry_sector,estimated_min_sponsorship,estimated_max_sponsorship,estimated_typical_sponsorship,sponsorship_likelihood_score,arts_education_potential,email,website,mission,data_source,created_at,geographic_priority
CA Solutions Company,corporation,CASO,Biddeford,ME,98,Technology,13545,1354500,244622,82,High,giving@casolutions.com,https://www.casolutions.com,Connecting people and possibilities through advanced technology platforms that drive digital transformation.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675355,Medium
Norfolk Data LLC,corporation,NODA,Monroe,LA,99,Technology,13530,1353000,244081,84,High,community@norfolkdata.com,https://www.norfolkdata.com,Connecting people and possibilities through advanced technology platforms that drive digital transformation.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675371,Medium
Rochester Cyber Enterprises,corporation,ROCY,Moore,OK,100,Technology,13515,1351500,243540,81,High,social@rochestercyber.com,https://www.rochestercyber.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675388,Medium
MI Data Group,corporation,MIDA,Cedar Rapids,IA,101,Technology,13500,1350000,243000,88,High,impact@midata.com,https://www.midata.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675404,Medium
Cheyenne Software LLC,corporation,CHSO,Woodbridge,NJ,102,Technology,13485,1348500,242460,85,High,social@cheyennesoftwar.com,https://www.cheyennesoftwar.com,Connecting people and possibilities through advanced technology platforms that drive digital transformation.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675421,Medium
Atlanta Cloud Enterprises,corporation,ATCL,Springdale,AR,103,Technology,13470,1347000,241921,85,High,impact@atlantacloud.com,https://www.atlantacloud.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675437,Medium
AR Systems Inc.,corporation,AR,Kenosha,WI,104,Technology,13455,1345500,241382,90,High,community@ar.com,https://www.ar.com,Connecting people and possibilities through advanced technology platforms that drive digital transformation.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675451,Medium
Detroit Digital Group,corporation,DEDI,Cambridge,MA,105,Technology,13440,1344000,240844,84,High,impact@detroitdigital.com,https://www.detroitdigital.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675467,High
Jackson Solutions LLC,corporation,JASO,Lowell,MA,106,Technology,13425,1342500,240307,84,High,social@jacksonsolution.com,https://www.jacksonsolution.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675482,High
Fairbanks Data Company,corporation,FADA,Duluth,MN,107,Technology,13410,1341000,239770,82,High,community@fairbanksdata.com,https://www.fairbanksdata.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675499,Medium
Missoula Systems Group,corporation,MISS,Roswell,GA,108,Technology,13395,1339500,239234,82,High,partnerships@missoula.com,https://www.missoula.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675515,Medium
NH Software Corporation,corporation,NHSO,Erie,PA,109,Technology,13380,1338000,238699,84,High,partnerships@nhsoftware.com,https://www.nhsoftware.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675532,Medium
Charleston Solutions Holdings,corporation,CHSO,Auburn,ME,110,Technology,13365,1336500,238164,81,High,community@charlestonsolut.com,https://www.charlestonsolut.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675549,Medium
Tulsa Cloud Corporation,corporation,TUCL,Moore,OK,111,Technology,13350,1335000,237630,83,High,community@tulsacloud.com,https://www.tulsacloud.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675565,Medium
Houston Cyber LLC,corporation,HOCY,Arvada,CO,112,Technology,13335,1333500,237096,80,High,impact@houstoncyber.com,https://www.houstoncyber.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675581,High
Los Angeles Software Systems,corporation,LOAN,Reno,NV,113,Technology,13320,1332000,236563,81,High,partnerships@losangelessoftw.com,https://www.losangelessoftw.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675598,Medium
Detroit Solutions Group,corporation,DESO,Shawnee,KS,114,Technology,13305,1330500,236030,85,High,partnerships@detroitsolution.com,https://www.detroitsolution.com,Connecting people and possibilities through advanced technology platforms that drive digital transformation.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675614,Medium
Madison Cyber Group,corporation,MACY,Farmington,NM,115,Technology,13290,1329000,235498,87,High,partnerships@madisoncyber.com,https://www.madisoncyber.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675630,Medium
Tucson Digital Holdings,corporation,TUDI,Bowling Green,KY,116,Technology,13275,1327500,234967,84,High,impact@tucsondigital.com,https://www.tucsondigital.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675645,Medium
San Diego Data Inc.,corporation,SADI,Green Bay,WI,117,Technology,13260,1326000,234436,80,High,social@sandiegodata.com,https://www.sandiegodata.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675661,Medium
Grand Forks Tech Corporation,corporation,GRFO,Kenosha,WI,118,Technology,13245,1324500,233906,87,High,giving@grandforkstech.com,https://www.grandforkstech.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675677,Medium
Cedar Rapids Digital Company,corporation,CERA,South Bend,IN,119,Technology,13230,1323000,233377,86,High,community@cedarrapidsdigi.com,https://www.cedarrapidsdigi.com,"Building the future of technology with solutions that enhance productivity, creativity, and human potential.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675696,Medium
MS Solutions Systems,corporation,MSSO,Madison,WI,120,Technology,13215,1321500,232848,78,High,giving@mssolutions.com,https://www.mssolutions.com,Empowering innovation through cutting-edge technology solutions that transform how businesses operate and communities thrive.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.675713,Medium
LA Capital Enterprises,corporation,LACA,Brookings,SD,121,Financial Services,8800,1144000,131648,90,High,sponsorships@lacapital.com,https://www.lacapital.com,"Delivering trusted financial services with integrity, innovation, and commitment to community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676233,Medium
West Valley City Financial Corporation,corporation,WEVA,Westminster,CO,122,Financial Services,8790,1142700,131348,86,High,sponsorships@westvalleycityf.com,https://www.westvalleycityf.com,Providing comprehensive financial solutions that empower individuals and businesses to achieve their goals and build lasting prosperity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676292,High
Tulsa Trust Holdings,corporation,TUTR,Tacoma,WA,123,Financial Services,8780,1141400,131050,86,High,relations@tulsatrust.com,https://www.tulsatrust.com,"Delivering trusted financial services with integrity, innovation, and commitment to community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676315,High
Dover Investment Company,corporation,DOIN,Reading,PA,124,Financial Services,8770,1140100,130751,86,High,sponsorships@doverinvestment.com,https://www.doverinvestment.com,Creating financial opportunities that strengthen communities and support economic growth for all.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676334,Medium
Columbus Investment Enterprises,corporation,COIN,Cambridge,MA,125,Financial Services,8760,1138800,130453,86,High,giving@columbusinvestm.com,https://www.columbusinvestm.com,Providing comprehensive financial solutions that empower individuals and businesses to achieve their goals and build lasting prosperity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676351,High
MT Capital Company,corporation,MTCA,Greensboro,NC,126,Financial Services,8750,1137500,130156,80,High,sponsorships@mtcapital.com,https://www.mtcapital.com,Providing comprehensive financial solutions that empower individuals and businesses to achieve their goals and build lasting prosperity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676368,Medium
IN Fund Enterprises,corporation,INFU,Waipahu,HI,127,Financial Services,8740,1136200,129858,85,High,relations@infund.com,https://www.infund.com,Creating financial opportunities that strengthen communities and support economic growth for all.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676383,Medium
Baltimore Fund Systems,corporation,BAFU,Fargo,ND,128,Financial Services,8730,1134900,129561,80,High,relations@baltimorefund.com,https://www.baltimorefund.com,"Delivering trusted financial services with integrity, innovation, and commitment to community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676400,Medium
Eugene Capital Company,corporation,EUCA,Baltimore,MD,129,Financial Services,8720,1133600,129265,80,High,sponsorships@eugenecapital.com,https://www.eugenecapital.com,Providing comprehensive financial solutions that empower individuals and businesses to achieve their goals and build lasting prosperity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676419,Medium
Nashua Securities Inc.,corporation,NASE,Santa Fe,NM,130,Financial Services,8710,1132300,128968,90,High,relations@nashuasecuritie.com,https://www.nashuasecuritie.com,"Delivering trusted financial services with integrity, innovation, and commitment to community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676435,Medium
Grand Rapids Fund LLC,corporation,GRRA,Fairbanks,AK,131,Financial Services,8700,1131000,128673,89,High,sponsorships@grandrapidsfund.com,https://www.grandrapidsfund.com,Creating financial opportunities that strengthen communities and support economic growth for all.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676464,Medium
Columbus Credit Systems,corporation,COCR,West Fargo,ND,132,Financial Services,8690,1129700,128377,85,High,community@columbuscredit.com,https://www.columbuscredit.com,Providing comprehensive financial solutions that empower individuals and businesses to achieve their goals and build lasting prosperity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676486,Medium
VA Financial Group,corporation,VAFI,Georgetown,DE,133,Financial Services,8680,1128400,128082,81,High,community@vafinancial.com,https://www.vafinancial.com,Providing comprehensive financial solutions that empower individuals and businesses to achieve their goals and build lasting prosperity.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.676502,Medium
